"industry";"cartel";"start";"end";"duration";"startyear";"endyear";"duration_year";"n_firms"
1;1;1;1000;1000;1;84;84;2
2;1;1;1000;1000;1;84;84;2
3;1;1;1000;1000;1;84;84;2
4;1;1;1000;1000;1;84;84;2
5;1;1;1000;1000;1;84;84;2
6;1;1;1000;1000;1;84;84;2
7;1;1;1000;1000;1;84;84;2
8;1;1;1000;1000;1;84;84;2
9;1;1;1000;1000;1;84;84;2
10;1;1;1000;1000;1;84;84;2
11;1;1;1000;1000;1;84;84;2
12;1;1;1000;1000;1;84;84;2
13;1;1;1000;1000;1;84;84;2
14;1;1;1000;1000;1;84;84;2
15;1;1;1000;1000;1;84;84;2
16;1;1;1000;1000;1;84;84;2
17;1;1;1000;1000;1;84;84;2
18;1;1;1000;1000;1;84;84;2
19;1;1;1000;1000;1;84;84;2
20;1;1;1000;1000;1;84;84;2
21;1;1;1000;1000;1;84;84;2
22;1;1;1000;1000;1;84;84;2
23;1;1;1000;1000;1;84;84;2
24;1;1;1000;1000;1;84;84;2
25;1;1;1000;1000;1;84;84;2
26;1;1;1000;1000;1;84;84;2
27;1;1;1000;1000;1;84;84;2
28;1;1;1000;1000;1;84;84;2
29;1;1;1000;1000;1;84;84;2
30;1;1;1000;1000;1;84;84;2
31;1;1;1000;1000;1;84;84;2
32;1;1;1000;1000;1;84;84;2
33;1;1;1000;1000;1;84;84;2
34;1;1;1000;1000;1;84;84;2
35;1;1;1000;1000;1;84;84;2
36;1;1;1000;1000;1;84;84;2
37;1;1;1000;1000;1;84;84;2
38;1;1;1000;1000;1;84;84;2
39;1;1;1000;1000;1;84;84;2
40;1;1;1000;1000;1;84;84;2
41;1;1;1000;1000;1;84;84;2
42;1;1;1000;1000;1;84;84;2
43;1;1;1000;1000;1;84;84;2
44;1;1;1000;1000;1;84;84;2
45;1;1;1000;1000;1;84;84;2
46;1;1;1000;1000;1;84;84;2
47;1;1;1000;1000;1;84;84;2
48;1;1;1000;1000;1;84;84;2
49;1;1;1000;1000;1;84;84;2
50;1;1;1000;1000;1;84;84;2
51;1;1;1000;1000;1;84;84;2
52;1;1;1000;1000;1;84;84;2
53;1;1;1000;1000;1;84;84;2
54;1;1;1000;1000;1;84;84;2
55;1;1;1000;1000;1;84;84;2
56;1;1;1000;1000;1;84;84;2
57;1;1;1000;1000;1;84;84;2
58;1;1;1000;1000;1;84;84;2
59;1;1;1000;1000;1;84;84;2
60;1;1;1000;1000;1;84;84;2
61;1;1;1000;1000;1;84;84;2
62;1;1;1000;1000;1;84;84;2
63;1;1;1000;1000;1;84;84;2
64;1;1;1000;1000;1;84;84;2
65;1;1;1000;1000;1;84;84;2
66;1;1;1000;1000;1;84;84;2
67;1;1;1000;1000;1;84;84;2
68;1;1;1000;1000;1;84;84;2
69;1;1;1000;1000;1;84;84;2
70;1;1;1000;1000;1;84;84;2
71;1;1;1000;1000;1;84;84;2
72;1;1;1000;1000;1;84;84;2
73;1;1;1000;1000;1;84;84;2
74;1;1;1000;1000;1;84;84;2
75;1;1;1000;1000;1;84;84;2
76;1;1;1000;1000;1;84;84;2
77;1;1;1000;1000;1;84;84;2
78;1;1;1000;1000;1;84;84;2
79;1;1;1000;1000;1;84;84;2
80;1;1;1000;1000;1;84;84;2
81;1;1;1000;1000;1;84;84;2
82;1;1;1000;1000;1;84;84;2
83;1;1;1000;1000;1;84;84;2
84;1;1;1000;1000;1;84;84;2
85;1;1;1000;1000;1;84;84;2
86;1;1;1000;1000;1;84;84;2
87;1;1;1000;1000;1;84;84;2
88;1;1;1000;1000;1;84;84;2
89;1;1;1000;1000;1;84;84;2
90;1;1;1000;1000;1;84;84;2
91;1;1;1000;1000;1;84;84;2
92;1;1;1000;1000;1;84;84;2
93;1;1;1000;1000;1;84;84;2
94;1;1;1000;1000;1;84;84;2
95;1;1;1000;1000;1;84;84;2
96;1;1;1000;1000;1;84;84;2
97;1;1;1000;1000;1;84;84;2
98;1;1;1000;1000;1;84;84;2
99;1;1;1000;1000;1;84;84;2
100;1;1;1000;1000;1;84;84;2
1;1;1;1000;1000;1;84;84;3
2;1;1;1000;1000;1;84;84;3
3;1;1;1000;1000;1;84;84;3
4;1;1;1000;1000;1;84;84;3
5;1;1;1000;1000;1;84;84;3
6;1;1;1000;1000;1;84;84;3
7;1;1;1000;1000;1;84;84;3
8;1;1;1000;1000;1;84;84;3
9;1;1;1000;1000;1;84;84;3
10;1;1;1000;1000;1;84;84;3
11;1;1;1000;1000;1;84;84;3
12;1;1;1000;1000;1;84;84;3
13;1;1;1000;1000;1;84;84;3
14;1;1;1000;1000;1;84;84;3
15;1;1;1000;1000;1;84;84;3
16;1;1;1000;1000;1;84;84;3
17;1;1;1000;1000;1;84;84;3
18;1;1;1000;1000;1;84;84;3
19;1;1;1000;1000;1;84;84;3
20;1;1;1000;1000;1;84;84;3
21;1;1;1000;1000;1;84;84;3
22;1;1;1000;1000;1;84;84;3
23;1;1;1000;1000;1;84;84;3
24;1;1;1000;1000;1;84;84;3
25;1;1;1000;1000;1;84;84;3
26;1;1;1000;1000;1;84;84;3
27;1;1;1000;1000;1;84;84;3
28;1;1;1000;1000;1;84;84;3
29;1;1;1000;1000;1;84;84;3
30;1;1;1000;1000;1;84;84;3
31;1;1;1000;1000;1;84;84;3
32;1;1;1000;1000;1;84;84;3
33;1;1;1000;1000;1;84;84;3
34;1;1;1000;1000;1;84;84;3
35;1;1;1000;1000;1;84;84;3
36;1;1;1000;1000;1;84;84;3
37;1;1;1000;1000;1;84;84;3
38;1;1;1000;1000;1;84;84;3
39;1;1;1000;1000;1;84;84;3
40;1;1;1000;1000;1;84;84;3
41;1;1;1000;1000;1;84;84;3
42;1;1;1000;1000;1;84;84;3
43;1;1;1000;1000;1;84;84;3
44;1;1;1000;1000;1;84;84;3
45;1;1;1000;1000;1;84;84;3
46;1;1;1000;1000;1;84;84;3
47;1;1;1000;1000;1;84;84;3
48;1;1;1000;1000;1;84;84;3
49;1;1;1000;1000;1;84;84;3
50;1;1;1000;1000;1;84;84;3
51;1;1;1000;1000;1;84;84;3
52;1;1;1000;1000;1;84;84;3
53;1;1;1000;1000;1;84;84;3
54;1;1;1000;1000;1;84;84;3
55;1;1;1000;1000;1;84;84;3
56;1;1;1000;1000;1;84;84;3
57;1;1;1000;1000;1;84;84;3
58;1;1;1000;1000;1;84;84;3
59;1;1;1000;1000;1;84;84;3
60;1;1;1000;1000;1;84;84;3
61;1;1;1000;1000;1;84;84;3
62;1;1;1000;1000;1;84;84;3
63;1;1;1000;1000;1;84;84;3
64;1;1;1000;1000;1;84;84;3
65;1;1;1000;1000;1;84;84;3
66;1;1;1000;1000;1;84;84;3
67;1;1;1000;1000;1;84;84;3
68;1;1;1000;1000;1;84;84;3
69;1;1;1000;1000;1;84;84;3
70;1;1;1000;1000;1;84;84;3
71;1;1;1000;1000;1;84;84;3
72;1;1;1000;1000;1;84;84;3
73;1;1;1000;1000;1;84;84;3
74;1;1;1000;1000;1;84;84;3
75;1;1;1000;1000;1;84;84;3
76;1;1;1000;1000;1;84;84;3
77;1;1;1000;1000;1;84;84;3
78;1;1;1000;1000;1;84;84;3
79;1;1;1000;1000;1;84;84;3
80;1;1;1000;1000;1;84;84;3
81;1;1;1000;1000;1;84;84;3
82;1;1;1000;1000;1;84;84;3
83;1;1;1000;1000;1;84;84;3
84;1;1;1000;1000;1;84;84;3
85;1;1;1000;1000;1;84;84;3
86;1;1;1000;1000;1;84;84;3
87;1;1;1000;1000;1;84;84;3
88;1;1;1000;1000;1;84;84;3
89;1;1;1000;1000;1;84;84;3
90;1;1;1000;1000;1;84;84;3
91;1;1;1000;1000;1;84;84;3
92;1;1;1000;1000;1;84;84;3
93;1;1;1000;1000;1;84;84;3
94;1;1;1000;1000;1;84;84;3
95;1;1;1000;1000;1;84;84;3
96;1;1;1000;1000;1;84;84;3
97;1;1;1000;1000;1;84;84;3
98;1;1;1000;1000;1;84;84;3
99;1;1;1000;1000;1;84;84;3
100;1;1;1000;1000;1;84;84;3
1;1;1;1000;1000;1;84;84;4
2;1;1;1000;1000;1;84;84;4
3;1;1;1000;1000;1;84;84;4
4;1;1;1000;1000;1;84;84;4
5;1;1;1000;1000;1;84;84;4
6;1;1;1000;1000;1;84;84;4
7;1;1;1000;1000;1;84;84;4
8;1;1;1000;1000;1;84;84;4
9;1;1;1000;1000;1;84;84;4
10;1;1;1000;1000;1;84;84;4
11;1;1;1000;1000;1;84;84;4
12;1;1;1000;1000;1;84;84;4
13;1;1;1000;1000;1;84;84;4
14;1;1;1000;1000;1;84;84;4
15;1;1;1000;1000;1;84;84;4
16;1;1;1000;1000;1;84;84;4
17;1;1;1000;1000;1;84;84;4
18;1;1;1000;1000;1;84;84;4
19;1;1;1000;1000;1;84;84;4
20;1;1;1000;1000;1;84;84;4
21;1;1;1000;1000;1;84;84;4
22;1;1;1000;1000;1;84;84;4
23;1;1;1000;1000;1;84;84;4
24;1;1;1000;1000;1;84;84;4
25;1;1;1000;1000;1;84;84;4
26;1;1;1000;1000;1;84;84;4
27;1;1;1000;1000;1;84;84;4
28;1;1;1000;1000;1;84;84;4
29;1;1;1000;1000;1;84;84;4
30;1;1;1000;1000;1;84;84;4
31;1;1;1000;1000;1;84;84;4
32;1;1;1000;1000;1;84;84;4
33;1;1;1000;1000;1;84;84;4
34;1;1;1000;1000;1;84;84;4
35;1;1;1000;1000;1;84;84;4
36;1;1;1000;1000;1;84;84;4
37;1;1;1000;1000;1;84;84;4
38;1;1;1000;1000;1;84;84;4
39;1;1;1000;1000;1;84;84;4
40;1;1;1000;1000;1;84;84;4
41;1;1;1000;1000;1;84;84;4
42;1;1;1000;1000;1;84;84;4
43;1;1;1000;1000;1;84;84;4
44;1;1;1000;1000;1;84;84;4
45;1;1;1000;1000;1;84;84;4
46;1;1;1000;1000;1;84;84;4
47;1;1;1000;1000;1;84;84;4
48;1;1;1000;1000;1;84;84;4
49;1;1;1000;1000;1;84;84;4
50;1;1;1000;1000;1;84;84;4
51;1;1;1000;1000;1;84;84;4
52;1;1;1000;1000;1;84;84;4
53;1;1;1000;1000;1;84;84;4
54;1;1;1000;1000;1;84;84;4
55;1;1;1000;1000;1;84;84;4
56;1;1;1000;1000;1;84;84;4
57;1;1;1000;1000;1;84;84;4
58;1;1;1000;1000;1;84;84;4
59;1;1;1000;1000;1;84;84;4
60;1;1;1000;1000;1;84;84;4
61;1;1;1000;1000;1;84;84;4
62;1;1;1000;1000;1;84;84;4
63;1;1;1000;1000;1;84;84;4
64;1;1;1000;1000;1;84;84;4
65;1;1;1000;1000;1;84;84;4
66;1;1;1000;1000;1;84;84;4
67;1;1;1000;1000;1;84;84;4
68;1;1;1000;1000;1;84;84;4
69;1;1;1000;1000;1;84;84;4
70;1;1;1000;1000;1;84;84;4
71;1;1;1000;1000;1;84;84;4
72;1;1;1000;1000;1;84;84;4
73;1;1;1000;1000;1;84;84;4
74;1;1;1000;1000;1;84;84;4
75;1;1;1000;1000;1;84;84;4
76;1;1;1000;1000;1;84;84;4
77;1;1;1000;1000;1;84;84;4
78;1;1;1000;1000;1;84;84;4
79;1;1;1000;1000;1;84;84;4
80;1;1;1000;1000;1;84;84;4
81;1;1;1000;1000;1;84;84;4
82;1;1;1000;1000;1;84;84;4
83;1;1;1000;1000;1;84;84;4
84;1;1;1000;1000;1;84;84;4
85;1;1;1000;1000;1;84;84;4
86;1;1;1000;1000;1;84;84;4
87;1;1;1000;1000;1;84;84;4
88;1;1;1000;1000;1;84;84;4
89;1;1;1000;1000;1;84;84;4
90;1;1;1000;1000;1;84;84;4
91;1;1;1000;1000;1;84;84;4
92;1;1;1000;1000;1;84;84;4
93;1;1;1000;1000;1;84;84;4
94;1;1;1000;1000;1;84;84;4
95;1;1;1000;1000;1;84;84;4
96;1;1;1000;1000;1;84;84;4
97;1;1;759;759;1;64;64;4
97;2;761;761;1;64;64;1;4
97;3;797;801;5;67;67;1;4
97;4;803;807;5;67;68;2;4
97;5;809;809;1;68;68;1;4
97;6;811;819;9;68;69;2;4
97;7;821;825;5;69;69;1;4
97;8;833;833;1;70;70;1;4
98;1;1;1000;1000;1;84;84;4
99;1;1;1000;1000;1;84;84;4
100;1;1;1000;1000;1;84;84;4
1;1;1;1000;1000;1;84;84;5
2;1;1;1000;1000;1;84;84;5
3;1;1;1000;1000;1;84;84;5
4;1;1;1000;1000;1;84;84;5
5;1;1;1000;1000;1;84;84;5
6;1;1;813;813;1;68;68;5
6;2;815;815;1;68;68;1;5
6;3;823;833;11;69;70;2;5
6;4;835;847;13;70;71;2;5
6;5;865;871;7;73;73;1;5
6;6;873;875;3;73;73;1;5
6;7;877;879;3;74;74;1;5
6;8;887;887;1;74;74;1;5
6;9;899;909;11;75;76;2;5
6;10;911;921;11;76;77;2;5
6;11;927;929;3;78;78;1;5
6;12;931;933;3;78;78;1;5
6;13;935;935;1;78;78;1;5
6;14;937;951;15;79;80;2;5
6;15;955;957;3;80;80;1;5
6;16;959;959;1;80;80;1;5
6;17;961;1000;40;81;84;4;5
7;1;1;1000;1000;1;84;84;5
8;1;1;1000;1000;1;84;84;5
9;1;1;1000;1000;1;84;84;5
10;1;1;1000;1000;1;84;84;5
11;1;1;1000;1000;1;84;84;5
12;1;1;1000;1000;1;84;84;5
13;1;1;1000;1000;1;84;84;5
14;1;1;1000;1000;1;84;84;5
15;1;1;1000;1000;1;84;84;5
16;1;1;1000;1000;1;84;84;5
17;1;1;1000;1000;1;84;84;5
18;1;1;1000;1000;1;84;84;5
19;1;1;1000;1000;1;84;84;5
20;1;1;727;727;1;61;61;5
20;2;731;769;39;61;65;5;5
20;3;779;779;1;65;65;1;5
20;4;785;803;19;66;67;2;5
20;5;813;815;3;68;68;1;5
20;6;817;817;1;69;69;1;5
20;7;821;821;1;69;69;1;5
20;8;831;831;1;70;70;1;5
20;9;839;879;41;70;74;5;5
20;10;881;881;1;74;74;1;5
20;11;883;923;41;74;77;4;5
20;12;925;925;1;78;78;1;5
20;13;927;927;1;78;78;1;5
20;14;973;973;1;82;82;1;5
20;15;977;977;1;82;82;1;5
20;16;987;987;1;83;83;1;5
20;17;989;989;1;83;83;1;5
21;1;1;1000;1000;1;84;84;5
22;1;1;1000;1000;1;84;84;5
23;1;1;1000;1000;1;84;84;5
24;1;1;1000;1000;1;84;84;5
25;1;1;853;853;1;72;72;5
25;2;855;861;7;72;72;1;5
25;3;863;865;3;72;73;2;5
25;4;869;869;1;73;73;1;5
25;5;873;903;31;73;76;4;5
25;6;905;905;1;76;76;1;5
25;7;907;991;85;76;83;8;5
25;8;993;1000;8;83;84;2;5
26;1;1;935;935;1;78;78;5
27;1;1;1000;1000;1;84;84;5
28;1;1;1000;1000;1;84;84;5
29;1;1;1000;1000;1;84;84;5
30;1;1;1000;1000;1;84;84;5
31;1;1;1000;1000;1;84;84;5
32;1;1;1000;1000;1;84;84;5
33;1;1;683;683;1;57;57;5
33;2;687;699;13;58;59;2;5
33;3;701;727;27;59;61;3;5
33;4;729;729;1;61;61;1;5
33;5;731;733;3;61;62;2;5
33;6;735;735;1;62;62;1;5
33;7;737;739;3;62;62;1;5
33;8;849;857;9;71;72;2;5
34;1;1;1000;1000;1;84;84;5
35;1;1;1000;1000;1;84;84;5
36;1;1;1000;1000;1;84;84;5
37;1;1;1000;1000;1;84;84;5
38;1;1;1000;1000;1;84;84;5
39;1;1;1000;1000;1;84;84;5
40;1;1;1000;1000;1;84;84;5
41;1;1;1000;1000;1;84;84;5
42;1;1;1000;1000;1;84;84;5
43;1;1;525;525;1;44;44;5
43;2;527;527;1;44;44;1;5
43;3;597;601;5;50;51;2;5
44;1;1;1000;1000;1;84;84;5
45;1;1;1000;1000;1;84;84;5
46;1;1;1000;1000;1;84;84;5
47;1;1;1000;1000;1;84;84;5
48;1;1;1000;1000;1;84;84;5
49;1;1;1000;1000;1;84;84;5
50;1;1;1000;1000;1;84;84;5
51;1;1;1000;1000;1;84;84;5
52;1;1;1000;1000;1;84;84;5
53;1;1;1000;1000;1;84;84;5
54;1;1;1000;1000;1;84;84;5
55;1;1;1000;1000;1;84;84;5
56;1;1;945;945;1;79;79;5
56;2;979;1000;22;82;84;3;5
57;1;1;1000;1000;1;84;84;5
58;1;1;1000;1000;1;84;84;5
59;1;1;1000;1000;1;84;84;5
60;1;1;947;947;1;79;79;5
60;2;951;973;23;80;82;3;5
60;3;979;979;1;82;82;1;5
60;4;981;981;1;82;82;1;5
60;5;997;997;1;84;84;1;5
60;6;999;1000;2;84;84;1;5
61;1;1;1000;1000;1;84;84;5
62;1;1;1000;1000;1;84;84;5
63;1;1;1000;1000;1;84;84;5
64;1;1;1000;1000;1;84;84;5
65;1;1;945;945;1;79;79;5
65;2;947;947;1;79;79;1;5
65;3;949;949;1;80;80;1;5
65;4;951;951;1;80;80;1;5
66;1;1;965;965;1;81;81;5
66;2;969;969;1;81;81;1;5
66;3;971;971;1;81;81;1;5
66;4;975;977;3;82;82;1;5
66;5;983;983;1;82;82;1;5
67;1;1;1000;1000;1;84;84;5
68;1;1;1000;1000;1;84;84;5
69;1;1;1000;1000;1;84;84;5
70;1;1;1000;1000;1;84;84;5
71;1;1;1000;1000;1;84;84;5
72;1;1;1000;1000;1;84;84;5
73;1;1;1000;1000;1;84;84;5
74;1;1;1000;1000;1;84;84;5
75;1;1;1000;1000;1;84;84;5
76;1;1;1000;1000;1;84;84;5
77;1;1;1000;1000;1;84;84;5
78;1;1;1000;1000;1;84;84;5
79;1;1;1000;1000;1;84;84;5
80;1;1;429;429;1;36;36;5
80;2;441;445;5;37;38;2;5
80;3;447;449;3;38;38;1;5
80;4;451;451;1;38;38;1;5
80;5;491;491;1;41;41;1;5
80;6;493;493;1;42;42;1;5
80;7;495;495;1;42;42;1;5
80;8;497;513;17;42;43;2;5
80;9;519;519;1;44;44;1;5
80;10;521;525;5;44;44;1;5
80;11;541;541;1;46;46;1;5
80;12;545;559;15;46;47;2;5
80;13;561;593;33;47;50;4;5
80;14;611;611;1;51;51;1;5
80;15;619;619;1;52;52;1;5
80;16;621;623;3;52;52;1;5
80;17;625;625;1;53;53;1;5
80;18;627;627;1;53;53;1;5
80;19;651;651;1;55;55;1;5
80;20;653;655;3;55;55;1;5
80;21;657;659;3;55;55;1;5
80;22;661;661;1;56;56;1;5
80;23;665;665;1;56;56;1;5
80;24;679;707;29;57;59;3;5
80;25;791;837;47;66;70;5;5
80;26;841;841;1;71;71;1;5
80;27;845;845;1;71;71;1;5
80;28;847;847;1;71;71;1;5
80;29;849;851;3;71;71;1;5
80;30;855;855;1;72;72;1;5
80;31;857;859;3;72;72;1;5
80;32;861;861;1;72;72;1;5
80;33;865;865;1;73;73;1;5
80;34;885;887;3;74;74;1;5
80;35;895;899;5;75;75;1;5
80;36;901;909;9;76;76;1;5
80;37;911;911;1;76;76;1;5
81;1;1;1000;1000;1;84;84;5
82;1;1;1000;1000;1;84;84;5
83;1;1;1000;1000;1;84;84;5
84;1;1;1000;1000;1;84;84;5
85;1;1;957;957;1;80;80;5
85;2;961;997;37;81;84;4;5
85;3;999;1000;2;84;84;1;5
86;1;1;1000;1000;1;84;84;5
87;1;1;1000;1000;1;84;84;5
88;1;1;1000;1000;1;84;84;5
89;1;1;1000;1000;1;84;84;5
90;1;1;1000;1000;1;84;84;5
91;1;1;1000;1000;1;84;84;5
92;1;1;1000;1000;1;84;84;5
93;1;1;1000;1000;1;84;84;5
94;1;1;1000;1000;1;84;84;5
95;1;1;1000;1000;1;84;84;5
96;1;1;1000;1000;1;84;84;5
97;1;1;1000;1000;1;84;84;5
98;1;1;323;323;1;27;27;5
98;2;325;1000;676;28;84;57;5
99;1;1;951;951;1;80;80;5
99;2;953;983;31;80;82;3;5
99;3;985;1000;16;83;84;2;5
100;1;1;1000;1000;1;84;84;5
1;1;1;175;175;1;15;15;6
1;2;191;367;177;16;31;16;6
1;3;375;375;1;32;32;1;6
1;4;391;451;61;33;38;6;6
1;5;455;491;37;38;41;4;6
1;6;493;499;7;42;42;1;6
1;7;501;507;7;42;43;2;6
1;8;509;511;3;43;43;1;6
1;9;513;539;27;43;45;3;6
1;10;585;595;11;49;50;2;6
1;11;601;631;31;51;53;3;6
1;12;657;657;1;55;55;1;6
1;13;661;665;5;56;56;1;6
1;14;715;717;3;60;60;1;6
1;15;731;731;1;61;61;1;6
1;16;733;737;5;62;62;1;6
1;17;739;843;105;62;71;10;6
1;18;845;877;33;71;74;4;6
1;19;881;881;1;74;74;1;6
1;20;893;893;1;75;75;1;6
1;21;895;915;21;75;77;3;6
1;22;917;921;5;77;77;1;6
1;23;923;929;7;77;78;2;6
1;24;931;931;1;78;78;1;6
1;25;957;1000;44;80;84;5;6
2;1;1;87;87;1;8;8;6
2;2;89;89;1;8;8;1;6
2;3;107;111;5;9;10;2;6
2;4;113;127;15;10;11;2;6
2;5;149;151;3;13;13;1;6
2;6;159;369;211;14;31;18;6
2;7;371;371;1;31;31;1;6
2;8;373;373;1;32;32;1;6
2;9;375;375;1;32;32;1;6
2;10;379;379;1;32;32;1;6
2;11;381;381;1;32;32;1;6
2;12;507;509;3;43;43;1;6
2;13;511;511;1;43;43;1;6
2;14;513;597;85;43;50;8;6
2;15;599;599;1;50;50;1;6
2;16;601;601;1;51;51;1;6
2;17;603;603;1;51;51;1;6
2;18;853;855;3;72;72;1;6
2;19;857;859;3;72;72;1;6
2;20;863;863;1;72;72;1;6
2;21;879;965;87;74;81;8;6
2;22;967;967;1;81;81;1;6
2;23;969;969;1;81;81;1;6
2;24;971;973;3;81;82;2;6
3;1;1;59;59;1;5;5;6
3;2;73;73;1;7;7;1;6
3;3;99;99;1;9;9;1;6
3;4;101;101;1;9;9;1;6
3;5;105;107;3;9;9;1;6
3;6;111;111;1;10;10;1;6
3;7;115;139;25;10;12;3;6
3;8;141;141;1;12;12;1;6
3;9;147;147;1;13;13;1;6
3;10;151;151;1;13;13;1;6
3;11;183;195;13;16;17;2;6
3;12;207;207;1;18;18;1;6
3;13;209;209;1;18;18;1;6
3;14;215;215;1;18;18;1;6
3;15;217;225;9;19;19;1;6
3;16;241;241;1;21;21;1;6
3;17;243;243;1;21;21;1;6
3;18;251;251;1;21;21;1;6
